timestamp,ax,ay,az,gx,gy,gz,label
1775211637886,0.65682983,7.1018977,5.989235,-0.17409147,-0.031764057,-0.42514968,walking
1775211637905,0.65682983,7.1018977,5.989235,-0.4086568,0.41048935,-0.18203248,walking
1775211637905,0.2117648,6.9296145,6.4677997,-0.4086568,0.41048935,-0.18203248,walking
1775211637906,0.08733802,6.838687,7.0133634,-0.4086568,0.41048935,-0.18203248,walking
1775211637906,0.08733802,6.838687,7.0133634,-0.39766157,0.46302223,-0.14293826,walking
1775211637923,0.0634098,6.7381887,6.9798636,-0.39766157,0.46302223,-0.14293826,walking
1775211637924,0.0634098,6.7381887,6.9798636,-0.2987043,0.40804598,-0.083075225,walking
1775211637946,0.0634098,6.7381887,6.9798636,-0.11300674,0.29931515,-0.061084725,walking
1775211637947,-0.39601216,6.5850477,6.8650084,-0.11300674,0.29931515,-0.061084725,walking
1775211637963,-0.60658056,6.4031935,6.506085,-0.11300674,0.29931515,-0.061084725,walking
1775211637963,-0.60658056,6.4031935,6.506085,0.059252184,0.1771457,-0.05131117,walking
1775211637982,-0.5300102,6.4175506,6.108876,0.059252184,0.1771457,-0.05131117,walking
1775211637983,-0.5300102,6.4175506,6.108876,0.14599249,0.10995251,-0.03787253,walking
1775211638002,-0.42951167,6.7238317,5.8839507,0.14599249,0.10995251,-0.03787253,walking
1775211638003,-0.42951167,6.7238317,5.8839507,0.13377555,0.13560809,-0.019547112,walking
1775211638022,-0.42951167,6.7238317,5.8839507,0.034818295,0.18325418,0.019547112,walking
1775211638023,-0.2955136,7.2550383,6.02752,0.034818295,0.18325418,0.019547112,walking
1775211638042,-0.18544376,7.948957,6.649654,0.034818295,0.18325418,0.019547112,walking
1775211638043,-0.18544376,7.948957,6.649654,-0.14110571,0.120947756,0.05986303,walking
1775211638061,-0.008374879,8.456235,6.678368,-0.14110571,0.120947756,0.05986303,walking
1775211638061,-0.008374879,8.456235,6.678368,-0.36345413,-0.06230642,0.07574506,walking
1775211638080,-0.008374879,8.456235,6.678368,-0.55770355,-0.20280129,0.06963659,walking
1775211638080,0.40797627,8.781659,6.2668023,-0.55770355,-0.20280129,0.06963659,walking
1775211638104,0.40797627,8.781659,6.2668023,-0.67498624,-0.23456535,0.06352811,walking
1775211638104,0.58504516,8.805588,5.989235,-0.67498624,-0.23456535,0.06352811,walking
1775211638119,0.6233303,8.738588,5.907879,-0.67498624,-0.23456535,0.06352811,walking
1775211638119,0.6233303,8.738588,5.907879,-0.70552856,-0.21379654,0.041537613,walking
1775211638138,0.6233303,8.738588,5.907879,-0.6847598,-0.12949961,-0.0061084726,walking
1775211638138,0.6089734,8.7673025,6.1902323,-0.6847598,-0.12949961,-0.0061084726,walking
1775211638158,0.6089734,8.7673025,6.1902323,-0.6114581,0.004886778,-0.08429692,walking
1775211638159,0.40797627,8.666803,6.242874,-0.6114581,0.004886778,-0.08429692,walking
1775211638178,0.40797627,8.666803,6.242874,-0.4734066,0.14293826,-0.14171657,walking
1775211638179,0.21655045,8.523234,6.343373,-0.4734066,0.14293826,-0.14171657,walking
1775211638197,0.21655045,8.523234,6.343373,-0.3219165,0.20524468,-0.15026842,walking
1775211638198,0.058624156,8.374879,6.5635123,-0.3219165,0.20524468,-0.15026842,walking
1775211638216,0.058624156,8.374879,6.5635123,-0.18264332,0.19302773,-0.12216945,walking
1775211638217,0.04426722,8.240881,6.6831536,-0.18264332,0.19302773,-0.12216945,walking
1775211638236,0.04426722,8.240881,6.6831536,-0.061695572,0.15393351,-0.07941014,walking
1775211638248,-0.032303106,8.106883,6.6592255,-0.061695572,0.15393351,-0.07941014,walking
1775211638260,-0.032303106,8.106883,6.6592255,0.015271181,0.098957255,-0.028098974,walking
1775211638260,0.025124637,7.8484583,6.6735826,0.015271181,0.098957255,-0.028098974,walking
1775211638275,0.025124637,7.8484583,6.6735826,0.02260135,0.028098974,0.0061084726,walking
1775211638276,0.049052864,7.570891,6.687939,0.02260135,0.028098974,0.0061084726,walking
1775211638293,0.049052864,7.570891,6.687939,-0.009162709,-0.025655584,-0.0219905,walking
1775211638294,0.18783657,7.240681,6.62094,-0.009162709,-0.025655584,-0.0219905,walking
1775211638314,0.18783657,7.240681,6.62094,-0.023823043,-0.042759307,-0.10750912,walking
1775211638315,0.45583272,7.068398,6.458228,-0.023823043,-0.042759307,-0.10750912,walking
1775211638333,0.45583272,7.068398,6.458228,0.004275931,-0.035429142,-0.21746163,walking
1775211638334,0.58504516,7.0205417,6.3625154,0.004275931,-0.035429142,-0.21746163,walking
1775211638351,0.58504516,7.0205417,6.3625154,0.0555871,-0.014660334,-0.29687178,walking
1775211638352,0.6089734,7.0061846,6.242874,0.0555871,-0.014660334,-0.29687178,walking
1775211638372,0.6089734,7.0061846,6.242874,0.08490777,0.015882028,-0.3310792,walking
1775211638373,0.5180461,7.025327,6.0658054,0.08490777,0.015882028,-0.3310792,walking
1775211638392,0.4989035,7.216753,5.989235,0.08490777,0.015882028,-0.3310792,walking
1775211638393,0.4989035,7.216753,5.989235,0.059252184,0.05619795,-0.3384094,walking
1775211638414,0.4989035,7.216753,5.989235,0.00671932,0.10995251,-0.3286358,walking
1775211638414,0.47976094,7.312466,5.9413786,0.00671932,0.10995251,-0.3286358,walking
1775211638430,0.47976094,7.312466,5.9413786,-0.034818295,0.17103723,-0.30420193,walking
1775211638431,0.34576288,7.432107,6.070591,-0.034818295,0.17103723,-0.30420193,walking
1775211638452,0.34576288,7.432107,6.070591,-0.06902574,0.21868332,-0.26022094,walking
1775211638452,0.15433706,7.5996046,6.4055862,-0.06902574,0.21868332,-0.26022094,walking
1775211638470,0.15433706,7.5996046,6.4055862,-0.11667182,0.23700874,-0.20646638,walking
1775211638471,-0.008374879,7.628319,6.735796,-0.11667182,0.23700874,-0.20646638,walking
1775211638488,-0.008374879,7.628319,6.735796,-0.15087928,0.25044736,-0.1808108,walking
1775211638489,-0.16151553,7.728817,6.759724,-0.15087928,0.25044736,-0.1808108,walking
1775211638508,-0.16151553,7.728817,6.759724,-0.15454435,0.2870982,-0.18569757,walking
1775211638509,-0.23808585,8.159525,7.1856465,-0.15454435,0.2870982,-0.18569757,walking
1775211638527,-0.23808585,8.159525,7.1856465,-0.18753012,0.28465483,-0.2003579,walking
1775211638528,-0.5204389,8.7673025,8.319844,-0.18753012,0.28465483,-0.2003579,walking
1775211638547,-0.5204389,8.7673025,8.319844,-0.28770906,0.21501824,-0.2223484,walking
1775211638548,-1.0420742,9.19801,9.305687,-0.28770906,0.21501824,-0.2223484,walking
1775211638576,-1.3579268,9.183653,9.731609,-0.28770906,0.21501824,-0.2223484,walking
1775211638576,-1.3579268,9.183653,9.731609,-0.36467582,0.13560809,-0.25899923,walking
1775211638589,-1.6067804,8.685946,9.5353985,-0.36467582,0.13560809,-0.25899923,walking
1775211638589,-1.6067804,8.685946,9.5353985,-0.2816006,0.07330167,-0.30420193,walking
1775211638607,-1.6067804,8.685946,9.5353985,-0.026266431,0.039094225,-0.3384094,walking
1775211638607,-1.841277,7.925029,9.066405,-0.026266431,0.039094225,-0.3384094,walking
1775211638629,-1.841277,7.925029,9.066405,0.22295925,0.057419643,-0.30420193,walking
1775211638630,-2.0662024,7.2550383,8.554341,0.22295925,0.057419643,-0.30420193,walking
1775211638646,-2.0662024,7.2550383,8.554341,0.35734564,0.0904054,-0.19302773,walking
1775211638647,-2.2289143,6.704689,7.850851,0.35734564,0.0904054,-0.19302773,walking
1775211638664,-2.2289143,6.704689,7.850851,0.40499175,0.11728267,-0.06230642,walking
1775211638665,-2.329413,6.283552,7.1042905,0.40499175,0.11728267,-0.06230642,walking
1775211638683,-2.329413,6.283552,7.1042905,0.38177955,0.16492876,0.030542362,walking
1775211638684,-2.3724837,6.04427,6.9655066,0.38177955,0.16492876,0.030542362,walking
1775211638709,-2.3724837,6.04427,6.9655066,0.24983653,0.21013145,0.09407048,walking
1775211638710,-2.3150558,5.910272,6.946364,0.24983653,0.21013145,0.09407048,walking
1775211638726,-2.3150558,5.910272,6.946364,0.06658235,0.263886,0.1575986,walking
1775211638727,-2.4155545,5.7284174,6.9128647,0.06658235,0.263886,0.1575986,walking
1775211638743,-2.4155545,5.7284174,6.9128647,-0.076355904,0.32497075,0.21868332,walking
1775211638744,-2.5734808,5.4460645,6.95115,-0.076355904,0.32497075,0.21868332,walking
1775211638761,-2.5734808,5.4460645,6.95115,-0.1655396,0.38239038,0.28098974,walking
1775211638761,-2.7122645,5.345566,7.1425757,-0.1655396,0.38239038,0.28098974,walking
1775211638781,-2.7122645,5.345566,7.1425757,-0.21807247,0.39338565,0.379947,walking
1775211638782,-2.5878377,5.3503513,7.2861447,-0.21807247,0.39338565,0.379947,walking
1775211638809,-2.5878377,5.3503513,7.2861447,-0.25350162,0.34085277,0.5155551,walking
1775211638810,-2.2576282,5.4699926,7.3866434,-0.25350162,0.34085277,0.5155551,walking
1775211638827,-2.2576282,5.4699926,7.3866434,-0.29015246,0.24678229,0.6523849,walking
1775211638828,-1.707279,5.5226345,7.611569,-0.29015246,0.24678229,0.6523849,walking
1775211638841,-1.707279,5.5226345,7.611569,-0.31580803,0.11972606,0.74889874,walking
1775211638841,-1.3579268,5.4795637,7.6259255,-0.31580803,0.11972606,0.74889874,walking
1775211638858,-1.3579268,5.4795637,7.6259255,-0.3268033,-0.002443389,0.8014316,walking
1775211638859,-1.1377872,5.426922,7.4679995,-0.3268033,-0.002443389,0.8014316,walking
1775211638882,-1.1377872,5.426922,7.4679995,-0.33046836,-0.07207998,0.8209787,walking
1775211638882,-0.9415757,5.245067,7.176075,-0.33046836,-0.07207998,0.8209787,walking
1775211638898,-0.9415757,5.245067,7.176075,-0.33902022,-0.070858285,0.8014316,walking
1775211638899,-0.77407813,5.1158547,6.769295,-0.33902022,-0.070858285,0.8014316,walking
1775211638917,-0.654437,5.2019963,6.573084,-0.33902022,-0.070858285,0.8014316,walking
1775211638918,-0.654437,5.2019963,6.573084,-0.3463504,-0.03420745,0.74156857,walking
1775211638936,-0.506082,5.2546387,6.2955165,-0.3463504,-0.03420745,0.74156857,walking
1775211638936,-0.506082,5.2546387,6.2955165,-0.35612395,-0.015882028,0.6731537,walking
1775211638970,-0.506082,5.2546387,6.2955165,-0.37811446,0.019547112,0.5986303,walking
1775211638970,-0.37686956,5.2737813,6.151947,-0.37811446,0.019547112,0.5986303,walking
1775211638983,-0.37686956,5.2737813,6.151947,-0.431869,0.047646087,0.52532864,walking
1775211638983,-0.39601216,5.345566,6.300302,-0.431869,0.047646087,0.52532864,walking
1775211638996,-0.39601216,5.345566,6.300302,-0.5234961,0.052532863,0.46180052,walking
1775211638997,-0.5491528,5.4987063,6.448657,-0.5234961,0.052532863,0.46180052,walking
1775211639018,-0.5491528,5.4987063,6.448657,-0.61634487,0.08063184,0.4031592,walking
1775211639018,-0.6305088,5.6853466,6.515656,-0.61634487,0.08063184,0.4031592,walking
1775211639034,-0.6305088,5.6853466,6.515656,-0.69819844,0.1123959,0.3591782,walking
1775211639035,-0.6735796,6.0729837,6.8506513,-0.69819844,0.1123959,0.3591782,walking
1775211639053,-0.6735796,6.0729837,6.8506513,-0.7776086,0.09407048,0.34329617,walking
1775211639054,-0.7070791,6.6759753,7.3435726,-0.7776086,0.09407048,0.34329617,walking
1775211639073,-0.7070791,6.6759753,7.3435726,-0.77883023,0.0036650836,0.36895174,walking
1775211639073,-0.6257231,7.499106,7.759924,-0.77883023,0.0036650836,0.36895174,walking
1775211639091,-0.6257231,7.499106,7.759924,-0.5858025,-0.09651387,0.39216393,walking
1775211639092,-0.41515473,8.355737,8.492127,-0.5858025,-0.09651387,0.39216393,walking
1775211639122,-0.38165522,9.298509,9.032906,-0.5858025,-0.09651387,0.39216393,walking
1775211639123,-0.38165522,9.298509,9.032906,-0.24494976,-0.1795891,0.3787253,walking
1775211639138,-0.276371,10.164711,9.425328,-0.24494976,-0.1795891,0.3787253,walking
1775211639138,-0.276371,10.164711,9.425328,0.18019994,-0.21746163,0.3164189,walking
1775211639152,-0.12323037,10.796415,9.798609,0.18019994,-0.21746163,0.3164189,walking
1775211639152,-0.12323037,10.796415,9.798609,0.5552602,-0.19180603,0.25289077,walking
