label,accel_std,accel_max,gyro_mean,az_mean,step_rate
running,9.736135392001252,34.07348503395395,3.028992794444912,9.28453474787657,1.3285714285714285
stairs_down,4.967854109376869,20.489000254181878,1.4244056624074684,9.614081599076924,1.0384615384615385
stairs_up,1.7279123553213966,13.78228757632783,0.7949846457223081,8.3427334028,1.0714285714285714
still,0.064703695429817,10.108719184548624,0.03150964647684372,9.8970829843,3.575
walking,1.3097331012259272,12.847537611782737,0.71127063776952,7.3853924624646465,1.4646464646464648
